exam_title,topic_slug,type,text,options_json,answer,explanation,difficulty,tags
Soft Skills Mastery — Mock 11,quant,mcq,Number of permutations of 7 different objects taken all at a time:,"[""5040"",""5047"",""5039"",""2520""]",5040,7! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 11,quant,mcq,"A completes work in 7 days, B in 10 days. Together, how many days?","[""3.0999999999999996"",""4.1"",""5.1"",""4.6""]",4.1,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 11,quant,mcq,Number of permutations of 4 different objects taken all at a time:,"[""28"",""12"",""24"",""23""]",24,4! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 11,quant,mcq,Simple Interest on ₹4847 at 13% p.a. for 1 years is?,"[""730"",""580"",""680"",""630""]",630,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 11,quant,mcq,Number of permutations of 7 different objects taken all at a time:,"[""2520"",""5047"",""5039"",""5040""]",5040,7! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 11,quant,mcq,Simple Interest on ₹4349 at 12% p.a. for 2 years is?,"[""1044"",""1094"",""1144"",""994""]",1044,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 11,quant,mcq,"A completes work in 7 days, B in 12 days. Together, how many days?","[""3.4000000000000004"",""4.4"",""5.4"",""4.9""]",4.4,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 11,quant,mcq,"A completes work in 11 days, B in 10 days. Together, how many days?","[""4.2"",""5.7"",""6.2"",""5.2""]",5.2,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 11,quant,mcq,"A completes work in 10 days, B in 10 days. Together, how many days?","[""5"",""4"",""6"",""5.5""]",5,Time = AB/(A+B).,mixed,"time&work,quant"
Soft Skills Mastery — Mock 11,quant,mcq,A train covers 397 km in 5 hours. Average speed (km/h)?,"[""84"",""79"",""74"",""89""]",79,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 11,quant,mcq,A train covers 305 km in 4 hours. Average speed (km/h)?,"[""81"",""71"",""86"",""76""]",76,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 11,quant,mcq,Simple Interest on ₹4207 at 8% p.a. for 2 years is?,"[""773"",""723"",""623"",""673""]",673,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 11,quant,mcq,Simple Interest on ₹4650 at 13% p.a. for 1 years is?,"[""605"",""655"",""555"",""705""]",605,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 11,quant,mcq,Number of permutations of 4 different objects taken all at a time:,"[""24"",""28"",""23"",""12""]",24,4! permutations.,mixed,"permutations,quant"
Soft Skills Mastery — Mock 11,quant,mcq,A train covers 102 km in 6 hours. Average speed (km/h)?,"[""17"",""22"",""27"",""12""]",17,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 11,quant,mcq,A train covers 131 km in 6 hours. Average speed (km/h)?,"[""22"",""32"",""27"",""17""]",22,Speed = Distance/Time.,mixed,"speed-distance,quant"
Soft Skills Mastery — Mock 11,quant,mcq,Simple Interest on ₹1409 at 10% p.a. for 2 years is?,"[""382"",""282"",""332"",""232""]",282,SI = (PRT)/100.,mixed,"simple-interest,quant"
Soft Skills Mastery — Mock 11,reasoning,mcq,"Find the next term: 5, 8, 11, 14, __","[""19"",""15"",""17"",""20""]",17,Arithmetic progression with d=3.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,Analogy — Doctor : Hospital :: Teacher : ?,"[""School"",""Kennel"",""Clinic"",""Classroom""]",School,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""West"",""South"",""East"",""North""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""South"",""West"",""East"",""North""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""East"",""West"",""South"",""North""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,"Find the next term: 4, 9, 14, 19, __","[""26"",""22"",""29"",""24""]",24,Arithmetic progression with d=5.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,Analogy — Bird : Nest :: Bee : ?,"[""Classroom"",""Kennel"",""Hive"",""Clinic""]",Hive,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""East"",""South"",""North"",""West""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Father"",""Grandfather"",""Mother"",""Aunt""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,Analogy — Cat : Kitten :: Dog : ?,"[""Clinic"",""Classroom"",""Kennel"",""Puppy""]",Puppy,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Aunt"",""Father"",""Mother"",""Grandfather""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""East"",""South"",""West"",""North""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""East"",""North"",""South"",""West""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,"A walks 3km North, then 4km East, then 3km South. Which direction from start?","[""West"",""South"",""North"",""East""]",East,Net displacement is 4km towards East.,mixed,"direction,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Father"",""Aunt"",""Grandfather"",""Mother""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,"Find the next term: 2, 8, 14, 20, __","[""32"",""26"",""24"",""28""]",26,Arithmetic progression with d=6.,mixed,"series,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,Analogy — Bird : Nest :: Bee : ?,"[""Hive"",""Clinic"",""Kennel"",""Classroom""]",Hive,Maintain relationship pattern.,mixed,"analogy,reasoning"
Soft Skills Mastery — Mock 11,reasoning,mcq,A is the mother of B. B is the father of C. How is A related to C?,"[""Father"",""Aunt"",""Grandfather"",""Mother""]",Grandmother,"A → B → C, so A is C's grandmother (not in options? prefer 'Grandmother').",mixed,"blood-relations,reasoning"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the synonym of ""abundant"".","[""plentiful"",""careless"",""lengthy"",""rare""]",plentiful,"""plentiful"" is closest in meaning to ""abundant"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the synonym of ""abundant"".","[""neutral"",""lengthy"",""rare"",""plentiful""]",plentiful,"""plentiful"" is closest in meaning to ""abundant"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He don't like playing."",""He do not likes playing."",""He doesn't like playing."",""He doesn't likes playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the antonym of ""fragile"".","[""aggressive"",""robust"",""hidden"",""delicate""]",robust,"""robust"" is opposite in meaning to ""fragile"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the synonym of ""vivid"".","[""careless"",""neutral"",""bright"",""lengthy""]",bright,"""bright"" is closest in meaning to ""vivid"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the synonym of ""concise"".","[""rare"",""neutral"",""lengthy"",""brief""]",brief,"""brief"" is closest in meaning to ""concise"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He don't like playing."",""He doesn't like playing."",""He doesn't likes playing."",""He do not likes playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He doesn't likes playing."",""He do not likes playing."",""He doesn't like playing."",""He don't like playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the antonym of ""fragile"".","[""hidden"",""delicate"",""robust"",""increase""]",robust,"""robust"" is opposite in meaning to ""fragile"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the synonym of ""concise"".","[""rare"",""brief"",""neutral"",""careless""]",brief,"""brief"" is closest in meaning to ""concise"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the synonym of ""diligent"".","[""careless"",""rare"",""neutral"",""hardworking""]",hardworking,"""hardworking"" is closest in meaning to ""diligent"".",mixed,"synonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the antonym of ""hostile"".","[""delicate"",""increase"",""friendly"",""hidden""]",friendly,"""friendly"" is opposite in meaning to ""hostile"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the antonym of ""obscure"".","[""delicate"",""aggressive"",""clear"",""increase""]",clear,"""clear"" is opposite in meaning to ""obscure"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the antonym of ""augment"".","[""delicate"",""reduce"",""hidden"",""aggressive""]",reduce,"""reduce"" is opposite in meaning to ""augment"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the antonym of ""hostile"".","[""hidden"",""increase"",""friendly"",""aggressive""]",friendly,"""friendly"" is opposite in meaning to ""hostile"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He doesn't like playing."",""He do not likes playing."",""He doesn't likes playing."",""He don't like playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the antonym of ""fragile"".","[""hidden"",""aggressive"",""robust"",""increase""]",robust,"""robust"" is opposite in meaning to ""fragile"".",mixed,"antonym,verbal"
Soft Skills Mastery — Mock 11,verbal,mcq,"Choose the correct sentence: ""He don't likes playing.""","[""He doesn't likes playing."",""He do not likes playing."",""He doesn't like playing."",""He don't like playing.""]",He doesn't like playing.,Subject-verb agreement with 'doesn't like'.,mixed,"sentence-correction,verbal"
Soft Skills Mastery — Mock 11,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""True"",""None"",""False"",""Cannot say""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""N"",""O"",""P"",""M""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Cannot say"",""Probably"",""False"",""True""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""Cannot say"",""False"",""True"",""None""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""Cannot say"",""False"",""None"",""True""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""True"",""Cannot say"",""False"",""None""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""N"",""O"",""P"",""M""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""False"",""None"",""True"",""Cannot say""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""False"",""True"",""Cannot say"",""Probably""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""N"",""O"",""M"",""P""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""Cannot say"",""True"",""False"",""None""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""False"",""None"",""True"",""Cannot say""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Probably"",""True"",""False"",""Cannot say""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""P"",""M"",""O"",""N""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"All apples are fruits. Some fruits are red. Therefore, some apples are red. (True/False/Cannot say)","[""None"",""False"",""True"",""Cannot say""]",Cannot say,Conclusion is not guaranteed.,mixed,"syllogism,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"In a code language, if A=Z, B=Y, ... (reverse alphabet), what is the code for ""M""?","[""N"",""O"",""P"",""M""]",N,Reverse mapping: M(13) ↔ N(14).,mixed,"coding-decoding,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Cannot say"",""False"",""True"",""Probably""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
Soft Skills Mastery — Mock 11,logical,mcq,"Statement: ""Most engineers enjoy math."" Conclusion: ""Rahul is an engineer; therefore he enjoys math.""","[""Cannot say"",""True"",""Probably"",""False""]",Cannot say,Generalization doesn't guarantee individual truth.,mixed,"logic,logical"
