id,text,type,options_json,correct_index,explanation,topic,difficulty
11,"(17)^3.5 × (17)^x = 178, then the value of x is:",mcq,"[2.29, 2.75, 4.25, 4.5]",3,"(17)^3.5 × (17)^x = 178. So, 3.5 + x = 8, thus x = 4.5.",Mixtures,mixed
12,"If (a / b)^(x - 1) = (b / a)^(x - 3), then the value of x is:",mcq,"[1, 2, 7, 2]",1,"Solving (a / b)^(x - 1) = (b / a)^(x - 3), we get x = 2.",Mixtures,mixed
13,"Given that 100.48 = x, 100.70 = y, and xz = y², then the value of z is close to:",mcq,"[1.45, 1.88, 2.9, 3.7]",2,"Solving the equation, we get z ? 2.9.",Time & Work,mixed
14,"If 5^a = 3125, then the value of 5^(a - 3) is:",mcq,"[25, 125, 625, 1625]",0,"Since 5^a = 3125 = 5^5, then a = 5. Therefore, 5^(a - 3) = 5^2 = 25.",Time & Work,mixed
15,"If 3(x - y) = 27 and 3(x + y) = 243, then x is equal to:",mcq,"[0, 2, 4, 6]",2,"Solving the system of equations, x = 4.",Speedâ€“Distanceâ€“Time,mixed
16,"A and B together have Rs. 1210. If 4/15 of A's amount is equal to 2/5 of B's amount, how much amount does B have?",mcq,"[""Rs. 460"", ""Rs. 484"", ""Rs. 550"", ""Rs. 664""]",1,"4/15 A = 2/5 B. Solving gives A : B = 3 : 2. So, B's share = Rs. (1210 × 2) / 5 = Rs. 484.",Speedâ€“Distanceâ€“Time,mixed
17,Two numbers are respectively 20% and 50% more than a third number. The ratio of the two numbers is:,mcq,"[""2 : 5"", ""3 : 5"", ""4 : 5"", ""6 : 7""]",2,"Let the third number be x. First number = 120% of x = 6x/5, second number = 150% of x = 3x/2. Ratio = (6x / 5) : (3x / 2) = 4 : 5.",Pipes & Cisterns,mixed
18,"A sum of money is to be distributed among A, B, C, D in the proportion of 5 : 2 : 4 : 3. If C gets Rs. 1000 more than D, what is B's share?",mcq,"[""Rs. 500"", ""Rs. 1500"", ""Rs. 2000"", ""None of these""]",2,"Let shares of A, B, C, D be 5x, 2x, 4x, 3x. Then, 4x - 3x = 1000, so x = 1000. B's share = 2x = Rs. 2000.",Pipes & Cisterns,mixed
19,"Seats for Mathematics, Physics, and Biology in a school are in the ratio 5 : 7 : 8. There is a proposal to increase these seats by 40%, 50%, and 75% respectively. What will be the ratio of increased seats?",mcq,"[""2 : 3 : 4"", ""6 : 7 : 8"", ""6 : 8 : 9"", ""None of these""]",0,"Let seats for Maths, Physics, and Biology be 5x, 7x, and 8x respectively. Increased seats are 140% of 5x, 150% of 7x, 175% of 8x. The required ratio is 7x : 21x : 14x = 2 : 3 : 4.",Algebra,mixed
20,"In a mixture of 60 litres, the ratio of milk and water is 2 : 1. If this ratio is to be 1 : 2, then the quantity of water to be further added is:",mcq,"[""20 litres"", ""30 litres"", ""40 litres"", ""60 litres""]",3,"Milk quantity = 40 litres, water = 20 litres. New ratio = 1 : 2. Let quantity of water to be added = x. Solving, x = 60. Therefore, 60 litres of water needs to be added.",Algebra,mixed
21,"3 pumps, working 8 hours a day, can empty a tank in 2 days. How many hours a day must 4 pumps work to empty the tank in 1 day?",mcq,"[""9"", ""10"", ""11"", ""12""]",3,"More pumps, Less working hours per day (Indirect Proportion). Less days, More working hours per day (Indirect Proportion). Solving the proportion 4 x 1 x x = 3 x 2 x 8, we get x = 12 hours.",Geometry,mixed
22,"If the cost of x metres of wire is d rupees, then what is the cost of y metres of wire at the same rate?",mcq,"[""Rs. xy / d"", ""Rs. (xd)"", ""Rs. (yd)"", ""Rs. yd / x""]",0,"Cost of x metres = Rs. d. Cost of 1 metre = Rs. d/x. Therefore, cost of y metres = Rs. (d × y) / x = Rs. (yd / x).",Geometry,mixed
23,"Running at the same constant rate, 6 identical machines can produce a total of 270 bottles per minute. At this rate, how many bottles could 10 such machines produce in 4 minutes?",mcq,"[""648"", ""1800"", ""2700"", ""10800""]",1,"More machines, More bottles (Direct Proportion). More minutes, More bottles (Direct Proportion). Using the proportion 6 : 10 = 270 : x and time = 1 : 4, we find x = 1800.",Height & Distance,mixed
24,"A fort had provision of food for 150 men for 45 days. After 10 days, 25 men left the fort. The number of days for which the remaining food will last, is:",mcq,"[""29 1/5"", ""37 1/4"", ""42"", ""54""]",2,"After 10 days, 150 men had food for 35 days. Now, 125 men have food for x days. Using the proportion 125 : 150 = 35 : x, we solve to get x = 42 days.",Height & Distance,mixed
25,"39 persons can repair a road in 12 days, working 5 hours a day. In how many days will 30 persons, working 6 hours a day, complete the work?",mcq,"[""10"", ""13"", ""14"", ""15""]",1,"Less persons, More days (Indirect Proportion). More working hours per day, Less days (Indirect Proportion). Solving the proportion 30 : 39 = 12 : x and 6 : 5, we find x = 13 days.",Mensuration,mixed
26,"Three pipes A, B and C can fill a tank from empty to full in 30 minutes, 20 minutes, and 10 minutes respectively. When the tank is empty, all the three pipes are opened. A, B and C discharge chemical solutions P, Q and R respectively. What is the proportion of the solution R in the liquid in the tank after 3 minutes?",mcq,"[""5/11"", ""6/11"", ""7/11"", ""8/11""]",2,Part filled by (A + B + C) in 3 minutes = (1/30 + 1/20 + 1/10) * 3 = 11/20. Part filled by C = 3/10. Required ratio = 6/11.,Mensuration,mixed
27,"Pipes A and B can fill a tank in 5 and 6 hours respectively. Pipe C can empty it in 12 hours. If all the three pipes are opened together, then the tank will be filled in:",mcq,"[""1 13/17 hours"", ""2 8/11 hours"", ""3 9/17 hours"", ""4 1/2 hours""]",1,"Net part filled in 1 hour = (1/5 + 1/6 - 1/12) = 1/9. So, the tank will be filled in 9 hours.",Co-ordinate Geometry,mixed
28,"A pump can fill a tank with water in 2 hours. Because of a leak, it took 2 hours to fill the tank. The leak can drain all the water of the tank in:",mcq,"[""4 1/3 hours"", ""7 hours"", ""8 hours"", ""14 hours""]",3,Work done by the leak in 1 hour = (1/2 - 1/2) = 1/14. Leak will empty the tank in 14 hours.,Co-ordinate Geometry,mixed
29,"Two pipes A and B can fill a cistern in 37 minutes and 45 minutes respectively. Both pipes are opened. The cistern will be filled in just half an hour, if B is turned off after:",mcq,"[""5 min."", ""9 min."", ""10 min."", ""15 min.""]",1,"Let B be turned off after x minutes. Solving the equation for the part filled by A and B, we get x = 9.",Permutations & Combinations,mixed
30,A tank is filled by three pipes with uniform flow. The first two pipes operating simultaneously fill the tank in the same time during which the tank is filled by the third pipe alone. The second pipe fills the tank 5 hours faster than the first pipe and 4 hours slower than the third pipe. The time required by the first pipe is:,mcq,"[""6 hours"", ""10 hours"", ""15 hours"", ""30 hours""]",2,"Solving the equation (1/x + 1/(x-5) = 1/(x-9)), we get x = 15.",Permutations & Combinations,mixed
31,"A boat can travel with a speed of 13 km/hr in still water. If the speed of the stream is 4 km/hr, find the time taken by the boat to go 68 km downstream.",mcq,"[""2 hours"", ""3 hours"", ""4 hours"", ""5 hours""]",2,Speed downstream = (13 + 4) km/hr = 17 km/hr. Time taken to travel 68 km downstream = 68 / 17 = 4 hours.,Probability,mixed
32,A man's speed with the current is 15 km/hr and the speed of the current is 2.5 km/hr. The man's speed against the current is:,mcq,"[""8.5 km/hr"", ""9 km/hr"", ""10 km/hr"", ""12.5 km/hr""]",2,Man's rate in still water = (15 - 2.5) km/hr = 12.5 km/hr. Man's rate against the current = (12.5 - 2.5) km/hr = 10 km/hr.,Probability,mixed
33,"A boat running upstream takes 8 hours 48 minutes to cover a certain distance, while it takes 4 hours to cover the same distance running downstream. What is the ratio between the speed of the boat and speed of the water current respectively?",mcq,"[""2 : 1"", ""3 : 2"", ""8 : 3"", ""Cannot be determined""]",2,"Let the speed upstream be x kmph and downstream be y kmph. Solving the equations for distance covered upstream and downstream, the ratio is 8 : 3.",Simple & Compound Interest,mixed
34,"A motorboat, whose speed is 15 km/hr in still water goes 30 km downstream and comes back in a total of 4 hours 30 minutes. The speed of the stream (in km/hr) is:",mcq,"[""4"", ""5"", ""6"", ""10""]",1,"Let the speed of the stream be x km/hr. Speed downstream = (15 + x) km/hr, Speed upstream = (15 - x) km/hr. Solving the equation, x = 5 km/hr.",Simple & Compound Interest,mixed
35,"In one hour, a boat goes 11 km/hr along the stream and 5 km/hr against the stream. The speed of the boat in still water (in km/hr) is:",mcq,"[""3 km/hr"", ""5 km/hr"", ""8 km/hr"", ""9 km/hr""]",2,Speed in still water = (11 + 5) / 2 = 8 km/hr.,Ages,mixed
36,"A vessel is filled with liquid, 3 parts of which are water and 5 parts syrup. How much of the mixture must be drawn off and replaced with water so that the mixture may be half water and half syrup?",mcq,"[""1/3"", ""1/4"", ""1/5"", ""1/7""]",2,"Initially, let the total liquid be 8 litres. After drawing off x litres and replacing it with water, the equation is formed. Solving for x gives the value 1/5.",Ages,mixed
37,"Tea worth Rs. 126 per kg and Rs. 135 per kg are mixed with a third variety in the ratio 1 : 1 : 2. If the mixture is worth Rs. 153 per kg, the price of the third variety per kg will be:",mcq,"[""Rs. 169.50"", ""Rs. 170"", ""Rs. 175.50"", ""Rs. 180""]",2,"By using the rule of alligation, the cost of the third variety is found to be Rs. 175.50.",Logs,mixed
38,"A can contains a mixture of two liquids A and B in the ratio 7:5. When 9 litres of mixture are drawn off and the can is filled with B, the ratio of A and B becomes 7:9. How many litres of liquid A was contained by the can initially?",mcq,"[""10"", ""20"", ""21"", ""25""]",2,"Using algebraic equations to solve the mixture problem, we find that the initial quantity of A in the can is 21 litres.",Logs,mixed
39,A milk vendor has 2 cans of milk. The first contains 25% water and the rest milk. The second contains 50% water. How much milk should he mix from each of the containers so as to get 12 litres of milk such that the ratio of water to milk is 3:5?,mcq,"[""4 litres, 8 litres"", ""6 litres, 6 litres"", ""5 litres, 7 litres"", ""7 litres, 5 litres""]",1,"Using the rule of alligation, it is determined that the vendor must mix 6 litres from each can to achieve the desired ratio.",Sets,mixed
40,In what ratio must a grocer mix two varieties of pulses costing Rs. 15 and Rs. 20 per kg respectively so as to get a mixture worth Rs. 16.50 per kg?,mcq,"[""3 : 7"", ""5 : 7"", ""7 : 3"", ""7 : 5""]",2,"By the rule of alligation, the required ratio is 7 : 3.",Sets,mixed
41,Which of the following statements is not correct?,mcq,"[""log10 10 = 1"", ""log (2 + 3) = log (2 x 3)"", ""log10 1 = 0"", ""log (1 + 2 + 3) = log 1 + log 2 + log 3""]",1,"(b) log (2 + 3) = log 5 and log (2 x 3) = log 6 = log 2 + log 3. Therefore, the statement ""log (2 + 3) = log (2 x 3)"" is incorrect.",Time & Work,mixed
42,"If log 2 = 0.3010 and log 3 = 0.4771, the value of log5 512 is:",mcq,"[""2.870"", ""2.967"", ""3.876"", ""3.912""]",3,"log5 512 = log 512 / log 5. Using given values of log 2 and log 3, we find log5 512 = 3.876.",Geometry,mixed
43,log 8 is equal to:,mcq,"[""log 8"", ""1/8"", ""1/4"", ""1/2""]",0,"log 8 = log (2^3) = 3 log 2, which is equal to log 8.",Simple & Compound Interest,mixed
44,"If log 27 = 1.431, then the value of log 9 is:",mcq,"[""0.934"", ""0.945"", ""0.954"", ""0.958""]",2,"log 27 = 1.431, then log 9 = 2 log 3 = (2 x 0.477) = 0.954.",Algebra,mixed
45,"If log a + log b = log (a + b), then:",mcq,"[""a + b = 1"", ""a - b = 1"", ""a = b"", ""a² - b² = 1""]",0,"log a + log b = log (a + b), which implies a + b = 1.",Sets,mixed
46,"In a 100 m race, A can give B 10 m and C 28 m. In the same race B can give C:",mcq,"[""18 m"", ""20 m"", ""27 m"", ""9 m""]",1,"A : B = 100 : 90, A : C = 100 : 72. When B runs 90 m, C runs 72 m. So when B runs 100 m, C runs 80 m. B can give C 20 m.",Ratio & Proportion,mixed
47,A and B take part in 100 m race. A runs at 5 kmph. A gives B a start of 8 m and still beats him by 8 seconds. The speed of B is:,mcq,"[""5.15 kmph"", ""4.14 kmph"", ""4.25 kmph"", ""4.4 kmph""]",1,A's speed = 5 x 5/18 m/sec = 25/18 m/sec. Time taken by A to cover 100 m = 72 sec. Time taken by B to cover 92 m = 80 sec. B's speed = 92/80 x 18 = 4.14 kmph.,Sets,mixed
48,"In a 500 m race, the ratio of the speeds of two contestants A and B is 3 : 4. A has a start of 140 m. Then, A wins by:",mcq,"[""60 m"", ""40 m"", ""20 m"", ""10 m""]",2,"A has to cover 360 m while B covers 480 m when A reaches the winning post. Thus, A wins by 20 m.",Percentages,mixed
49,"In a 100 m race, A beats B by 10 m and C by 13 m. In a race of 180 m, B will beat C by:",mcq,"[""5.4 m"", ""4.5 m"", ""5 m"", ""6 m""]",3,"A : B = 100 : 90, A : C = 100 : 87. When B runs 180 m, C runs 174 m. So, B beats C by 6 m.",Geometry,mixed
50,"At a game of billiards, A can give B 15 points in 60 and A can give C 20 points in 60. How many points can B give C in a game of 90?",mcq,"[""30 points"", ""20 points"", ""10 points"", ""12 points""]",2,"A : B = 60 : 45, A : C = 60 : 40. Using the rule of alligation, B can give C 10 points in a game of 90.",Simple & Compound Interest,mixed
