id,text,type,options_json,correct_index,explanation,topic,difficulty
27,"Distance between (5,5) and (9,11).",mcq,"[""4"",""10"",""7.21"",""6""]",2,,Co-ordinate Geometry,mixed
28,"Distance between (1,2) and (6,8).",mcq,"[""7.81"",""11"",""5"",""6""]",0,,Co-ordinate Geometry,mixed
29,How many combinations: 5C4?,mcq,"[""8"",""5"",""10"",""120""]",1,,Permutations & Combinations,mixed
30,How many combinations: 9C4?,mcq,"[""84"",""129"",""3024"",""126""]",3,,Permutations & Combinations,mixed
31,A fair die is rolled. Probability of a prime number?,mcq,"[""2/3"",""1/3"",""1/6"",""1/2""]",3,,Probability,mixed
32,A fair die is rolled. Probability of a prime number?,mcq,"[""1/6"",""1/2"",""1/3"",""2/3""]",1,,Probability,mixed
33,Simple Interest on ₹1207 at 6% p.a. for 2 years?,mcq,"[""245"",""149"",""145"",""95""]",2,,Simple & Compound Interest,mixed
34,Simple Interest on ₹3065 at 9% p.a. for 2 years?,mcq,"[""502"",""652"",""577"",""552""]",3,,Simple & Compound Interest,mixed
35,Sum of ages = 47. Ratio 4:5. Elder's age?,mcq,"[""26"",""19"",""23"",""21""]",3,,Ages,mixed
36,Sum of ages = 47. Ratio 5:5. Elder's age?,mcq,"[""24"",""23"",""22"",""26""]",0,,Ages,mixed
37,Evaluate: log₁₀(10^1).,mcq,"[""1"",""2"",""0"",""0""]",0,,Logs,mixed
38,Evaluate: log₁₀(10^1).,mcq,"[""0"",""0"",""1"",""2""]",2,,Logs,mixed
39,"In a class, 23 like Maths, 34 like Science, 11 like both. How many like at least one?",mcq,"[""11"",""46"",""-11"",""57""]",1,n(A∪B)=A+B−both,Sets,mixed
40,"In a class, 26 like Maths, 20 like Science, 14 like both. How many like at least one?",mcq,"[""14"",""46"",""6"",""32""]",3,n(A∪B)=A+B−both,Sets,mixed
41,A fair die is rolled. Probability of a prime number?,mcq,"[""2/3"",""1/3"",""1/2"",""1/6""]",2,,Probability,mixed
42,Solve: 2x + 3 = 41. Find x.,mcq,"[""19"",""18"",""22"",""20""]",0,,Algebra,mixed
43,Equal volumes of 18% and 50% salt solutions are mixed. Final concentration?,mcq,"[""18"",""39"",""50"",""34""]",3,Weighted average of equal volumes is mean.,Mixtures,mixed
44,"Distance between (3,3) and (6,9).",mcq,"[""6.71"",""3"",""6"",""9""]",0,,Co-ordinate Geometry,mixed
45,How many combinations: 5C2?,mcq,"[""13"",""5"",""10"",""20""]",2,,Permutations & Combinations,mixed
46,A car at 49 km/h for 3 h covers how many km?,mcq,"[""137"",""157"",""52"",""147""]",3,,Speed–Distance–Time,mixed
47,"Cost price = ₹706, Profit = 31%. Find selling price.",mcq,"[""934.86"",""487.14"",""924.86"",""914.86""]",2,,Profit & Loss,mixed
48,Equal volumes of 11% and 59% salt solutions are mixed. Final concentration?,mcq,"[""40"",""59"",""35"",""11""]",2,Weighted average of equal volumes is mean.,Mixtures,mixed
49,"Distance between (1,2) and (4,6).",mcq,"[""7"",""3"",""4"",""5""]",3,,Co-ordinate Geometry,mixed
50,26 is what percent of 96?,mcq,"[""369.23"",""22.08"",""32.08"",""27.08""]",3,,Percentages,mixed
