id,text,type,options_json,correct_index,explanation,topic,difficulty
24,"At 45° elevation, a tower is seen from 14 m away. Height of tower?",mcq,"[""28"",""7"",""19"",""14""]",3,tan45°=1 → h=d,Height & Distance,mixed
25,"Area of circle (r=12 cm), use π=22/7.",mcq,"[""75"",""905"",""453"",""475""]",2,,Mensuration,mixed
26,"Area of circle (r=13 cm), use π=22/7.",mcq,"[""553"",""1062"",""531"",""82""]",2,,Mensuration,mixed
27,"Distance between (4,4) and (9,10).",mcq,"[""7.81"",""6"",""11"",""5""]",0,,Co-ordinate Geometry,mixed
28,"Distance between (4,5) and (8,13).",mcq,"[""8"",""4"",""12"",""8.94""]",3,,Co-ordinate Geometry,mixed
29,How many combinations: 6C2?,mcq,"[""18"",""15"",""30"",""6""]",1,,Permutations & Combinations,mixed
30,How many combinations: 9C4?,mcq,"[""126"",""84"",""3024"",""129""]",0,,Permutations & Combinations,mixed
31,A fair die is rolled. Probability of a prime number?,mcq,"[""1/2"",""1/3"",""2/3"",""1/6""]",0,,Probability,mixed
32,A fair die is rolled. Probability of a prime number?,mcq,"[""1/6"",""2/3"",""1/3"",""1/2""]",3,,Probability,mixed
33,Simple Interest on ₹4003 at 9% p.a. for 2 years?,mcq,"[""671"",""821"",""721"",""753""]",2,,Simple & Compound Interest,mixed
34,Simple Interest on ₹4587 at 7% p.a. for 2 years?,mcq,"[""642"",""592"",""665"",""742""]",0,,Simple & Compound Interest,mixed
35,Sum of ages = 50. Ratio 4:5. Elder's age?,mcq,"[""24"",""22"",""20"",""28""]",1,,Ages,mixed
36,Sum of ages = 46. Ratio 5:5. Elder's age?,mcq,"[""21"",""25"",""23"",""23""]",2,,Ages,mixed
37,Evaluate: log₁₀(10^4).,mcq,"[""4"",""5"",""0"",""3""]",0,,Logs,mixed
38,Evaluate: log₁₀(10^2).,mcq,"[""3"",""2"",""1"",""0""]",1,,Logs,mixed
39,"In a class, 22 like Maths, 22 like Science, 12 like both. How many like at least one?",mcq,"[""44"",""0"",""32"",""12""]",2,n(A∪B)=A+B−both,Sets,mixed
40,"In a class, 27 like Maths, 15 like Science, 9 like both. How many like at least one?",mcq,"[""33"",""12"",""9"",""42""]",0,n(A∪B)=A+B−both,Sets,mixed
41,"Distance between (5,4) and (8,10).",mcq,"[""9"",""3"",""6"",""6.71""]",3,,Co-ordinate Geometry,mixed
42,Sum of ages = 55. Ratio 4:3. Elder's age?,mcq,"[""29"",""31"",""24"",""33""]",1,,Ages,mixed
43,Sum of ages = 39. Ratio 5:2. Elder's age?,mcq,"[""11"",""26"",""30"",""28""]",3,,Ages,mixed
44,"A can finish in 12 days, B in 12 days. In how many days together?",mcq,"[""12"",""12"",""24"",""6""]",3,1/T=1/a+1/b,Time & Work,mixed
45,"Cost price = ₹460, Profit = 26%. Find selling price.",mcq,"[""569.6"",""340.4"",""579.6"",""589.6""]",2,,Profit & Loss,mixed
46,Simple Interest on ₹1122 at 11% p.a. for 2 years?,mcq,"[""260"",""247"",""197"",""347""]",1,,Simple & Compound Interest,mixed
47,"In a triangle, two angles are 50° and 48°. Find the third angle.",mcq,"[""132"",""82"",""130"",""90""]",1,,Geometry,mixed
48,A fair die is rolled. Probability of a prime number?,mcq,"[""1/6"",""1/2"",""2/3"",""1/3""]",1,,Probability,mixed
49,"A can finish in 11 days, B in 10 days. In how many days together?",mcq,"[""11"",""21"",""5.24"",""10""]",2,1/T=1/a+1/b,Time & Work,mixed
50,82 is what percent of 64?,mcq,"[""133.13"",""128.13"",""78.05"",""123.13""]",1,,Percentages,mixed
