id,text,type,options_json,correct_index,explanation,topic,difficulty
35,Sum of ages = 34. Ratio 5:5. Elder's age?,mcq,"[""17"",""19"",""17"",""15""]",0,,Ages,mixed
36,Sum of ages = 35. Ratio 5:5. Elder's age?,mcq,"[""18"",""20"",""16"",""17""]",0,,Ages,mixed
37,Evaluate: log₁₀(10^2).,mcq,"[""0"",""3"",""1"",""2""]",3,,Logs,mixed
38,Evaluate: log₁₀(10^1).,mcq,"[""0"",""2"",""1"",""0""]",2,,Logs,mixed
39,"In a class, 25 like Maths, 23 like Science, 14 like both. How many like at least one?",mcq,"[""2"",""48"",""14"",""34""]",3,n(A∪B)=A+B−both,Sets,mixed
40,"In a class, 21 like Maths, 32 like Science, 8 like both. How many like at least one?",mcq,"[""53"",""45"",""8"",""-11""]",1,n(A∪B)=A+B−both,Sets,mixed
41,Sum of ages = 54. Ratio 2:3. Elder's age?,mcq,"[""32"",""22"",""20"",""24""]",1,,Ages,mixed
42,A car at 79 km/h for 6 h covers how many km?,mcq,"[""85"",""464"",""484"",""474""]",3,,Speed–Distance–Time,mixed
43,"Find average of 32, 22, 49, 38.",mcq,"[""34.33"",""36.25"",""34.25"",""35.25""]",3,,Average,mixed
44,"Find average of 20, 47, 34, 50.",mcq,"[""36.75"",""33.67"",""38.75"",""37.75""]",3,,Average,mixed
45,"Area of circle (r=10 cm), use π=22/7.",mcq,"[""314"",""629"",""63"",""336""]",0,,Mensuration,mixed
46,Sum of ages = 47. Ratio 3:4. Elder's age?,mcq,"[""18"",""20"",""22"",""27""]",1,,Ages,mixed
47,"In a triangle, two angles are 47° and 60°. Find the third angle.",mcq,"[""90"",""73"",""120"",""133""]",1,,Geometry,mixed
48,"In a class, 37 like Maths, 19 like Science, 12 like both. How many like at least one?",mcq,"[""18"",""56"",""44"",""12""]",2,n(A∪B)=A+B−both,Sets,mixed
49,Divide ₹273 in the ratio 3:8. Share of first person?,mcq,"[""273"",""198.55"",""136.5"",""74.45""]",3,,Ratio & Proportion,mixed
50,"Find average of 25, 40, 44, 11.",mcq,"[""30"",""36.33"",""31"",""29""]",0,,Average,mixed
