id,topic_slug,type,text,options_json,correct_index,answer,explanation,difficulty,marks,negative_marks,tags
33,grammar,mcq,I _____ the project next week.,"[""played"",""will play"",""play"",""plays""]",1,will play,Correct tense is “will play”.,mixed,1,0,
34,grammar,mcq,We _____ dinner when he arrived.,"[""have arrived"",""are arriving"",""were arriving"",""had arrived""]",2,were arriving,Correct tense is “were arriving”.,mixed,1,0,
35,grammar,mcq,They _____ the task by 6 PM yesterday.,"[""arrive"",""arriving"",""arrived"",""arrives""]",2,arrived,Correct tense is “arrived”.,mixed,1,0,
36,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “The sceneries here are beautiful.”),"[""The  sceneries here are beautiful."",""the scenery here is beautiful."",""The sceneries here are beautiful."",""The scenery here is beautiful.""]",3,The scenery here is beautiful.,Correct form: “The scenery here is beautiful.”.,mixed,1,0,
37,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “She do not like tea.”),"[""She do not like tea."",""She does not like tea."",""she does not like tea."",""She  do not like tea.""]",1,She does not like tea.,Correct form: “She does not like tea.”.,mixed,1,0,
38,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “She do not like tea.”),"[""She  do not like tea."",""She does not like tea."",""She do not like tea."",""she does not like tea.""]",1,She does not like tea.,Correct form: “She does not like tea.”.,mixed,1,0,
39,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “She do not like tea.”),"[""She  do not like tea."",""she does not like tea."",""She do not like tea."",""She does not like tea.""]",3,She does not like tea.,Correct form: “She does not like tea.”.,mixed,1,0,
40,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is living here since 2010.”),"[""he has been living here since 2010."",""He has been living here since 2010."",""He  is living here since 2010."",""He is living here since 2010.""]",1,He has been living here since 2010.,Correct form: “He has been living here since 2010.”.,mixed,1,0,
41,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is senior than me.”),"[""He is senior to me."",""He  is senior than me."",""He is senior than me."",""he is senior to me.""]",0,He is senior to me.,Correct form: “He is senior to me.”.,mixed,1,0,
42,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “She do not like tea.”),"[""She  do not like tea."",""She does not like tea."",""she does not like tea."",""She do not like tea.""]",1,She does not like tea.,Correct form: “She does not like tea.”.,mixed,1,0,
43,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
A. The city planted trees along sidewalks.
D. Residents organized weekend cleanups.
C. Birds returned to the area.
B. Shade made walking pleasant.","[""ACBD"",""CABD"",""CBAD"",""BCAD"",""ABCD"",""BACD""]",4,ABCD,Overview → details → activity → close.,mixed,1,0,
44,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
C. Local musicians performed throughout the day.
D. The park was decorated with lights and banners.
B. Stalls offered regional snacks and handicrafts.
A. The festival drew visitors from many cities.","[""CBAD"",""BCAD"",""ABCD"",""CABD"",""ACBD"",""BACD""]",2,ABCD,Overview → details → activity → close.,mixed,1,0,
45,verbal-reasoning,mcq,"All athletes are disciplined. No undisciplined person is a leader.
Which conclusion follows?","[""Some leaders are athletes."",""All leaders are athletes."",""Athletes cannot be leaders."",""A disciplined person can be a leader.""]",3,A disciplined person can be a leader.,Basic syllogism/logic.,mixed,1,0,
46,verbal-reasoning,mcq,"All poets are dreamers. Some dreamers are teachers.
Which conclusion follows?","[""Some poets may be teachers."",""All dreamers are poets."",""No teacher is a poet."",""Some teachers are not dreamers.""]",0,Some poets may be teachers.,Basic syllogism/logic.,mixed,1,0,
47,fill-blanks,mcq,The train arrives _____ 7 a.m.,"[""on"",""by"",""in"",""at""]",3,at,The correct preposition/conjunction is “at”.,mixed,1,0,
48,fill-blanks,mcq,We look forward _____ your reply.,"[""on"",""to"",""for"",""at""]",1,to,The correct preposition/conjunction is “to”.,mixed,1,0,
49,fill-blanks,mcq,He is allergic _____ peanuts.,"[""to"",""for"",""with"",""at""]",0,to,The correct preposition/conjunction is “to”.,mixed,1,0,
50,fill-blanks,mcq,I agree _____ your proposal.,"[""at"",""to"",""on"",""with""]",3,with,The correct preposition/conjunction is “with”.,mixed,1,0,
