id,topic_slug,type,text,options_json,correct_index,answer,explanation,difficulty,marks,negative_marks,tags
26,one-word,mcq,One-word substitute: One who believes pleasure is the highest good,"[""Hedonist"",""Impromptu"",""Oligarchy"",""Loquacious""]",0,Hedonist,Hedonist fits the description.,mixed,1,0,
27,idioms,mcq,Meaning of the idiom: “In a nutshell”,"[""In brief"",""Very expensive"",""Undecided"",""Avoid the main topic""]",0,In brief,“In a nutshell” means “In brief”.,mixed,1,0,
28,idioms,mcq,Meaning of the idiom: “Call it a day”,"[""Very expensive"",""Make people feel more comfortable"",""Face a difficult situation"",""Stop working on something""]",3,Stop working on something,“Call it a day” means “Stop working on something”.,mixed,1,0,
29,grammar,mcq,We _____ to the market every Sunday.,"[""played"",""playing"",""play""]",2,play,Correct tense is “play”.,mixed,1,0,
30,grammar,mcq,You _____ the project next week.,"[""will arrive"",""arrive"",""arrives"",""arrived""]",0,will arrive,Correct tense is “will arrive”.,mixed,1,0,
31,grammar,mcq,We _____ dinner when he arrived.,"[""have arrived"",""are arriving"",""had arrived"",""were arriving""]",3,were arriving,Correct tense is “were arriving”.,mixed,1,0,
32,grammar,mcq,We _____ to the market every Sunday.,"[""finishing"",""finished"",""finish""]",2,finish,Correct tense is “finish”.,mixed,1,0,
33,grammar,mcq,We _____ dinner when he arrived.,"[""were containing"",""had contained"",""have contained"",""are containing""]",0,were containing,Correct tense is “were containing”.,mixed,1,0,
34,grammar,mcq,The committee _____ to the market every Sunday.,"[""contain"",""containing"",""contains"",""contained""]",2,contains,Correct tense is “contains”.,mixed,1,0,
35,grammar,mcq,The committee _____ the project next week.,"[""plays"",""will play"",""played"",""play""]",1,will play,Correct tense is “will play”.,mixed,1,0,
36,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Neither Ram nor Shyam are here.”),"[""Neither Ram nor Shyam are here."",""neither ram nor shyam is here."",""Neither  Ram nor Shyam are here."",""Neither Ram nor Shyam is here.""]",3,Neither Ram nor Shyam is here.,Correct form: “Neither Ram nor Shyam is here.”.,mixed,1,0,
37,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “The sceneries here are beautiful.”),"[""The sceneries here are beautiful."",""the scenery here is beautiful."",""The scenery here is beautiful."",""The  sceneries here are beautiful.""]",2,The scenery here is beautiful.,Correct form: “The scenery here is beautiful.”.,mixed,1,0,
38,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “These kind of mistakes are common.”),"[""These kind of mistakes are common."",""This kind of mistake is common."",""These  kind of mistakes are common."",""this kind of mistake is common.""]",1,This kind of mistake is common.,Correct form: “This kind of mistake is common.”.,mixed,1,0,
39,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Neither of the two are correct.”),"[""Neither of the two is correct."",""Neither of the two are correct."",""Neither  of the two are correct."",""neither of the two is correct.""]",0,Neither of the two is correct.,Correct form: “Neither of the two is correct.”.,mixed,1,0,
40,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Each of the boys have a pen.”),"[""Each  of the boys have a pen."",""Each of the boys has a pen."",""Each of the boys have a pen."",""each of the boys has a pen.""]",1,Each of the boys has a pen.,Correct form: “Each of the boys has a pen.”.,mixed,1,0,
41,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “These kind of mistakes are common.”),"[""These kind of mistakes are common."",""this kind of mistake is common."",""This kind of mistake is common."",""These  kind of mistakes are common.""]",2,This kind of mistake is common.,Correct form: “This kind of mistake is common.”.,mixed,1,0,
42,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “She do not like tea.”),"[""she does not like tea."",""She do not like tea."",""She does not like tea."",""She  do not like tea.""]",2,She does not like tea.,Correct form: “She does not like tea.”.,mixed,1,0,
43,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
D. Waste reduced within weeks.
C. Bins were placed across campus.
A. The school launched a recycling drive.
B. Students designed posters.","[""ACBD"",""ABCD"",""CBAD"",""BCAD"",""BACD"",""CABD""]",1,ABCD,Overview → details → activity → close.,mixed,1,0,
44,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
D. Waste reduced within weeks.
B. Students designed posters.
A. The school launched a recycling drive.
C. Bins were placed across campus.","[""BCAD"",""CABD"",""BACD"",""ABCD"",""CBAD"",""ACBD""]",3,ABCD,Overview → details → activity → close.,mixed,1,0,
45,verbal-reasoning,mcq,"Some books are heavy. All heavy things sink.
Which conclusion follows?","[""Some books may sink."",""All books sink."",""No book sinks."",""Books are never heavy.""]",0,Some books may sink.,Basic syllogism/logic.,mixed,1,0,
46,verbal-reasoning,mcq,"Some books are heavy. All heavy things sink.
Which conclusion follows?","[""Some books may sink."",""All books sink."",""No book sinks."",""Books are never heavy.""]",0,Some books may sink.,Basic syllogism/logic.,mixed,1,0,
47,fill-blanks,mcq,He is allergic _____ peanuts.,"[""at"",""to"",""with"",""for""]",1,to,The correct preposition/conjunction is “to”.,mixed,1,0,
48,fill-blanks,mcq,She is good _____ mathematics.,"[""at"",""for"",""in"",""with""]",0,at,The correct preposition/conjunction is “at”.,mixed,1,0,
49,fill-blanks,mcq,We look forward _____ your reply.,"[""for"",""on"",""at"",""to""]",3,to,The correct preposition/conjunction is “to”.,mixed,1,0,
50,fill-blanks,mcq,She insisted _____ paying the bill.,"[""for"",""at"",""on"",""to""]",2,on,The correct preposition/conjunction is “on”.,mixed,1,0,
