id,topic_slug,type,text,options_json,correct_index,answer,explanation,difficulty,marks,negative_marks,tags
26,one-word,mcq,One-word substitute: A person who talks too much,"[""Loquacious"",""Archaeologist"",""Bibliophile"",""Panacea""]",0,Loquacious,Loquacious fits the description.,mixed,1,0,
27,idioms,mcq,Meaning of the idiom: “Costs an arm and a leg”,"[""Very expensive"",""Avoid the main topic"",""Very rarely"",""Stop working on something""]",0,Very expensive,“Costs an arm and a leg” means “Very expensive”.,mixed,1,0,
28,idioms,mcq,Meaning of the idiom: “Call it a day”,"[""Avoid the main topic"",""Face a difficult situation"",""Stop working on something"",""In brief""]",2,Stop working on something,“Call it a day” means “Stop working on something”.,mixed,1,0,
29,grammar,mcq,They _____ the task by 6 PM yesterday.,"[""goes"",""going"",""go"",""went""]",3,went,Correct tense is “went”.,mixed,1,0,
30,grammar,mcq,I _____ the project next week.,"[""planned"",""plan"",""plans"",""will plan""]",3,will plan,Correct tense is “will plan”.,mixed,1,0,
31,grammar,mcq,They _____ the task by 6 PM yesterday.,"[""plan"",""plans"",""planned"",""planning""]",2,planned,Correct tense is “planned”.,mixed,1,0,
32,grammar,mcq,I _____ to the market every Sunday.,"[""start"",""starting"",""started""]",0,start,Correct tense is “start”.,mixed,1,0,
33,grammar,mcq,She _____ to the market every Sunday.,"[""going"",""gone"",""go"",""goes""]",3,goes,Correct tense is “goes”.,mixed,1,0,
34,grammar,mcq,He _____ to the market every Sunday.,"[""does"",""do"",""doing"",""done""]",0,does,Correct tense is “does”.,mixed,1,0,
35,grammar,mcq,I _____ the project next week.,"[""gone"",""goes"",""go"",""will go""]",3,will go,Correct tense is “will go”.,mixed,1,0,
36,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Less students attended the class.”),"[""Less  students attended the class."",""fewer students attended the class."",""Less students attended the class."",""Fewer students attended the class.""]",3,Fewer students attended the class.,Correct form: “Fewer students attended the class.”.,mixed,1,0,
37,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is living here since 2010.”),"[""He is living here since 2010."",""He has been living here since 2010."",""he has been living here since 2010."",""He  is living here since 2010.""]",1,He has been living here since 2010.,Correct form: “He has been living here since 2010.”.,mixed,1,0,
38,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Each of the boys have a pen.”),"[""Each  of the boys have a pen."",""Each of the boys has a pen."",""Each of the boys have a pen."",""each of the boys has a pen.""]",1,Each of the boys has a pen.,Correct form: “Each of the boys has a pen.”.,mixed,1,0,
39,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “She do not like tea.”),"[""she does not like tea."",""She does not like tea."",""She do not like tea."",""She  do not like tea.""]",1,She does not like tea.,Correct form: “She does not like tea.”.,mixed,1,0,
40,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is living here since 2010.”),"[""He has been living here since 2010."",""He is living here since 2010."",""He  is living here since 2010."",""he has been living here since 2010.""]",0,He has been living here since 2010.,Correct form: “He has been living here since 2010.”.,mixed,1,0,
41,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “I am knowing the answer.”),"[""I am knowing the answer."",""I  am knowing the answer."",""i know the answer."",""I know the answer.""]",3,I know the answer.,Correct form: “I know the answer.”.,mixed,1,0,
42,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Each of the boys have a pen.”),"[""Each of the boys have a pen."",""Each of the boys has a pen."",""Each  of the boys have a pen."",""each of the boys has a pen.""]",1,Each of the boys has a pen.,Correct form: “Each of the boys has a pen.”.,mixed,1,0,
43,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
A. The city planted trees along sidewalks.
B. Shade made walking pleasant.
D. Residents organized weekend cleanups.
C. Birds returned to the area.","[""BACD"",""ABCD"",""ACBD"",""BCAD"",""CBAD"",""CABD""]",1,ABCD,Overview → details → activity → close.,mixed,1,0,
44,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
A. The city planted trees along sidewalks.
C. Birds returned to the area.
D. Residents organized weekend cleanups.
B. Shade made walking pleasant.","[""CBAD"",""ABCD"",""CABD"",""BCAD"",""ACBD"",""BACD""]",1,ABCD,Overview → details → activity → close.,mixed,1,0,
45,verbal-reasoning,mcq,"Some books are heavy. All heavy things sink.
Which conclusion follows?","[""Some books may sink."",""All books sink."",""No book sinks."",""Books are never heavy.""]",0,Some books may sink.,Basic syllogism/logic.,mixed,1,0,
46,verbal-reasoning,mcq,"No apples are blue. Some fruits are apples.
Which conclusion follows?","[""Some fruits are not blue."",""All fruits are blue."",""Some apples are blue."",""No fruits are blue.""]",0,Some fruits are not blue.,Basic syllogism/logic.,mixed,1,0,
47,fill-blanks,mcq,He is known _____ his honesty.,"[""with"",""for"",""to"",""by""]",1,for,The correct preposition/conjunction is “for”.,mixed,1,0,
48,fill-blanks,mcq,We look forward _____ your reply.,"[""at"",""to"",""for"",""on""]",1,to,The correct preposition/conjunction is “to”.,mixed,1,0,
49,fill-blanks,mcq,"This problem is tough, _____ we can solve it together.","[""or"",""but"",""so"",""and""]",1,but,The correct preposition/conjunction is “but”.,mixed,1,0,
50,fill-blanks,mcq,I agree _____ your proposal.,"[""on"",""with"",""to"",""at""]",1,with,The correct preposition/conjunction is “with”.,mixed,1,0,
