id,topic_slug,type,text,options_json,correct_index,answer,explanation,difficulty,marks,negative_marks,tags
15,vocabulary,mcq,Choose the synonym of “abundant”.,"[""tedious"",""swift"",""massive"",""plentiful""]",3,plentiful,“plentiful” means nearly the same as “abundant”.,mixed,1,0,
16,vocabulary,mcq,Choose the synonym of “tranquil”.,"[""massive"",""elusive"",""calm"",""cumbersome""]",2,calm,“calm” means nearly the same as “tranquil”.,mixed,1,0,
17,vocabulary,mcq,Choose the synonym of “eloquent”.,"[""persuasive"",""massive"",""cumbersome"",""swift""]",0,persuasive,“persuasive” means nearly the same as “eloquent”.,mixed,1,0,
18,vocabulary,mcq,Choose the synonym of “abundant”.,"[""massive"",""plentiful"",""swift"",""boisterous""]",1,plentiful,“plentiful” means nearly the same as “abundant”.,mixed,1,0,
19,vocabulary,mcq,Choose the synonym of “abundant”.,"[""infrequent"",""vague"",""tedious"",""plentiful""]",3,plentiful,“plentiful” means nearly the same as “abundant”.,mixed,1,0,
20,vocabulary,mcq,Choose the synonym of “concise”.,"[""elusive"",""brief"",""harsh"",""meagre""]",1,brief,“brief” means nearly the same as “concise”.,mixed,1,0,
21,vocabulary,mcq,Choose the antonym of “eloquent”.,"[""cumbersome"",""coarse"",""peculiar"",""inarticulate""]",3,inarticulate,“inarticulate” is the opposite of “eloquent”.,mixed,1,0,
22,vocabulary,mcq,Choose the antonym of “abundant”.,"[""scarce"",""obsolete"",""meagre"",""colorful""]",0,scarce,“scarce” is the opposite of “abundant”.,mixed,1,0,
23,vocabulary,mcq,Choose the antonym of “impartial”.,"[""biased"",""tedious"",""elusive"",""coarse""]",0,biased,“biased” is the opposite of “impartial”.,mixed,1,0,
24,vocabulary,mcq,Choose the antonym of “candid”.,"[""sturdy"",""evasive"",""swift"",""luminous""]",1,evasive,“evasive” is the opposite of “candid”.,mixed,1,0,
25,one-word,mcq,One-word substitute: One who does something for the first time,"[""Hedonist"",""Panacea"",""Pioneer"",""Oligarchy""]",2,Pioneer,Pioneer fits the description.,mixed,1,0,
26,one-word,mcq,One-word substitute: A speech delivered without preparation,"[""Cannibal"",""Graphologist"",""Bibliophile"",""Impromptu""]",3,Impromptu,Impromptu fits the description.,mixed,1,0,
27,idioms,mcq,Meaning of the idiom: “On the fence”,"[""Avoid the main topic"",""Reveal a secret"",""Very expensive"",""Undecided""]",3,Undecided,“On the fence” means “Undecided”.,mixed,1,0,
28,idioms,mcq,Meaning of the idiom: “Break the ice”,"[""Very expensive"",""Reveal a secret"",""Undecided"",""Make people feel more comfortable""]",3,Make people feel more comfortable,“Break the ice” means “Make people feel more comfortable”.,mixed,1,0,
29,grammar,mcq,The team _____ the project next week.,"[""will arrive"",""arrives"",""arrived"",""arrive""]",0,will arrive,Correct tense is “will arrive”.,mixed,1,0,
30,grammar,mcq,We _____ dinner when he arrived.,"[""are finishing"",""had finished"",""have finished"",""were finishing""]",3,were finishing,Correct tense is “were finishing”.,mixed,1,0,
31,grammar,mcq,They _____ the task by 6 PM yesterday.,"[""went"",""goes"",""go"",""going""]",0,went,Correct tense is “went”.,mixed,1,0,
32,grammar,mcq,They _____ the task by 6 PM yesterday.,"[""starting"",""starts"",""started"",""start""]",2,started,Correct tense is “started”.,mixed,1,0,
33,grammar,mcq,The team _____ to the market every Sunday.,"[""contain"",""containing"",""contained"",""contains""]",3,contains,Correct tense is “contains”.,mixed,1,0,
34,grammar,mcq,We _____ dinner when he arrived.,"[""have done"",""are doing"",""were doing"",""had done""]",2,were doing,Correct tense is “were doing”.,mixed,1,0,
35,grammar,mcq,They _____ the task by 6 PM yesterday.,"[""plans"",""planned"",""planning"",""plan""]",1,planned,Correct tense is “planned”.,mixed,1,0,
36,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Neither of the two are correct.”),"[""neither of the two is correct."",""Neither of the two is correct."",""Neither  of the two are correct."",""Neither of the two are correct.""]",1,Neither of the two is correct.,Correct form: “Neither of the two is correct.”.,mixed,1,0,
37,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is living here since 2010.”),"[""he has been living here since 2010."",""He  is living here since 2010."",""He has been living here since 2010."",""He is living here since 2010.""]",2,He has been living here since 2010.,Correct form: “He has been living here since 2010.”.,mixed,1,0,
38,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “I am knowing the answer.”),"[""I  am knowing the answer."",""I am knowing the answer."",""I know the answer."",""i know the answer.""]",2,I know the answer.,Correct form: “I know the answer.”.,mixed,1,0,
39,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is senior than me.”),"[""He is senior to me."",""he is senior to me."",""He  is senior than me."",""He is senior than me.""]",0,He is senior to me.,Correct form: “He is senior to me.”.,mixed,1,0,
40,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “She do not like tea.”),"[""she does not like tea."",""She does not like tea."",""She do not like tea."",""She  do not like tea.""]",1,She does not like tea.,Correct form: “She does not like tea.”.,mixed,1,0,
41,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “These kind of mistakes are common.”),"[""this kind of mistake is common."",""These kind of mistakes are common."",""These  kind of mistakes are common."",""This kind of mistake is common.""]",3,This kind of mistake is common.,Correct form: “This kind of mistake is common.”.,mixed,1,0,
42,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is senior than me.”),"[""He is senior than me."",""He is senior to me."",""he is senior to me."",""He  is senior than me.""]",1,He is senior to me.,Correct form: “He is senior to me.”.,mixed,1,0,
43,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
B. Interactive exhibits drew children.
C. Volunteers explained the science.
A. The museum opened a new wing.
D. Visitors left with curiosity sparked.","[""ACBD"",""BCAD"",""BACD"",""CBAD"",""CABD"",""ABCD""]",5,ABCD,Overview → details → activity → close.,mixed,1,0,
44,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
C. Local musicians performed throughout the day.
A. The festival drew visitors from many cities.
D. The park was decorated with lights and banners.
B. Stalls offered regional snacks and handicrafts.","[""ABCD"",""CBAD"",""CABD"",""BACD"",""BCAD"",""ACBD""]",0,ABCD,Overview → details → activity → close.,mixed,1,0,
45,verbal-reasoning,mcq,"All poets are dreamers. Some dreamers are teachers.
Which conclusion follows?","[""Some poets may be teachers."",""All dreamers are poets."",""No teacher is a poet."",""Some teachers are not dreamers.""]",0,Some poets may be teachers.,Basic syllogism/logic.,mixed,1,0,
46,verbal-reasoning,mcq,"All athletes are disciplined. No undisciplined person is a leader.
Which conclusion follows?","[""Some leaders are athletes."",""All leaders are athletes."",""Athletes cannot be leaders."",""A disciplined person can be a leader.""]",3,A disciplined person can be a leader.,Basic syllogism/logic.,mixed,1,0,
47,fill-blanks,mcq,"This problem is tough, _____ we can solve it together.","[""so"",""and"",""but"",""or""]",2,but,The correct preposition/conjunction is “but”.,mixed,1,0,
48,fill-blanks,mcq,He is known _____ his honesty.,"[""to"",""for"",""by"",""with""]",1,for,The correct preposition/conjunction is “for”.,mixed,1,0,
49,fill-blanks,mcq,She insisted _____ paying the bill.,"[""on"",""at"",""to"",""for""]",0,on,The correct preposition/conjunction is “on”.,mixed,1,0,
50,fill-blanks,mcq,"This problem is tough, _____ we can solve it together.","[""or"",""so"",""and"",""but""]",3,but,The correct preposition/conjunction is “but”.,mixed,1,0,
