id,topic_slug,type,text,options_json,correct_index,answer,explanation,difficulty,marks,negative_marks,tags
33,grammar,mcq,We _____ dinner when he arrived.,"[""were containing"",""had contained"",""are containing"",""have contained""]",0,were containing,Correct tense is “were containing”.,mixed,1,0,
34,grammar,mcq,You _____ the project next week.,"[""contain"",""contains"",""contained"",""will contain""]",3,will contain,Correct tense is “will contain”.,mixed,1,0,
35,grammar,mcq,We _____ the project next week.,"[""goes"",""go"",""gone"",""will go""]",3,will go,Correct tense is “will go”.,mixed,1,0,
36,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is senior than me.”),"[""he is senior to me."",""He  is senior than me."",""He is senior to me."",""He is senior than me.""]",2,He is senior to me.,Correct form: “He is senior to me.”.,mixed,1,0,
37,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “She do not like tea.”),"[""She  do not like tea."",""she does not like tea."",""She does not like tea."",""She do not like tea.""]",2,She does not like tea.,Correct form: “She does not like tea.”.,mixed,1,0,
38,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Less students attended the class.”),"[""fewer students attended the class."",""Less  students attended the class."",""Fewer students attended the class."",""Less students attended the class.""]",2,Fewer students attended the class.,Correct form: “Fewer students attended the class.”.,mixed,1,0,
39,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “The sceneries here are beautiful.”),"[""The sceneries here are beautiful."",""The  sceneries here are beautiful."",""the scenery here is beautiful."",""The scenery here is beautiful.""]",3,The scenery here is beautiful.,Correct form: “The scenery here is beautiful.”.,mixed,1,0,
40,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Less students attended the class.”),"[""Less  students attended the class."",""Less students attended the class."",""Fewer students attended the class."",""fewer students attended the class.""]",2,Fewer students attended the class.,Correct form: “Fewer students attended the class.”.,mixed,1,0,
41,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is living here since 2010.”),"[""He has been living here since 2010."",""he has been living here since 2010."",""He is living here since 2010."",""He  is living here since 2010.""]",0,He has been living here since 2010.,Correct form: “He has been living here since 2010.”.,mixed,1,0,
42,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “These kind of mistakes are common.”),"[""These kind of mistakes are common."",""These  kind of mistakes are common."",""This kind of mistake is common."",""this kind of mistake is common.""]",2,This kind of mistake is common.,Correct form: “This kind of mistake is common.”.,mixed,1,0,
43,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
A. The school launched a recycling drive.
C. Bins were placed across campus.
B. Students designed posters.
D. Waste reduced within weeks.","[""CABD"",""ACBD"",""BCAD"",""CBAD"",""BACD"",""ABCD""]",5,ABCD,Overview → details → activity → close.,mixed,1,0,
44,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
C. Bins were placed across campus.
A. The school launched a recycling drive.
B. Students designed posters.
D. Waste reduced within weeks.","[""ACBD"",""BCAD"",""BACD"",""CBAD"",""CABD"",""ABCD""]",5,ABCD,Overview → details → activity → close.,mixed,1,0,
45,verbal-reasoning,mcq,"Some books are heavy. All heavy things sink.
Which conclusion follows?","[""Some books may sink."",""All books sink."",""No book sinks."",""Books are never heavy.""]",0,Some books may sink.,Basic syllogism/logic.,mixed,1,0,
46,verbal-reasoning,mcq,"All athletes are disciplined. No undisciplined person is a leader.
Which conclusion follows?","[""Some leaders are athletes."",""All leaders are athletes."",""Athletes cannot be leaders."",""A disciplined person can be a leader.""]",3,A disciplined person can be a leader.,Basic syllogism/logic.,mixed,1,0,
47,fill-blanks,mcq,I agree _____ your proposal.,"[""at"",""on"",""with"",""to""]",2,with,The correct preposition/conjunction is “with”.,mixed,1,0,
48,fill-blanks,mcq,He is known _____ his honesty.,"[""with"",""for"",""by"",""to""]",1,for,The correct preposition/conjunction is “for”.,mixed,1,0,
49,fill-blanks,mcq,"This problem is tough, _____ we can solve it together.","[""but"",""and"",""or"",""so""]",0,but,The correct preposition/conjunction is “but”.,mixed,1,0,
50,fill-blanks,mcq,"This problem is tough, _____ we can solve it together.","[""but"",""and"",""or"",""so""]",0,but,The correct preposition/conjunction is “but”.,mixed,1,0,
