id,topic_slug,type,text,options_json,correct_index,answer,explanation,difficulty,marks,negative_marks,tags
31,grammar,mcq,We _____ dinner when he arrived.,"[""have gone"",""had gone"",""were going"",""are going""]",2,were going,Correct tense is “were going”.,mixed,1,0,
32,grammar,mcq,We _____ dinner when he arrived.,"[""have finished"",""were finishing"",""had finished"",""are finishing""]",1,were finishing,Correct tense is “were finishing”.,mixed,1,0,
33,grammar,mcq,The team _____ the project next week.,"[""gone"",""goes"",""will go"",""go""]",2,will go,Correct tense is “will go”.,mixed,1,0,
34,grammar,mcq,They _____ the task by 6 PM yesterday.,"[""arrives"",""arriving"",""arrived"",""arrive""]",2,arrived,Correct tense is “arrived”.,mixed,1,0,
35,grammar,mcq,We _____ dinner when he arrived.,"[""are starting"",""were starting"",""have started"",""had started""]",1,were starting,Correct tense is “were starting”.,mixed,1,0,
36,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is senior than me.”),"[""He is senior than me."",""He  is senior than me."",""He is senior to me."",""he is senior to me.""]",2,He is senior to me.,Correct form: “He is senior to me.”.,mixed,1,0,
37,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is living here since 2010.”),"[""He has been living here since 2010."",""He is living here since 2010."",""He  is living here since 2010."",""he has been living here since 2010.""]",0,He has been living here since 2010.,Correct form: “He has been living here since 2010.”.,mixed,1,0,
38,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “The sceneries here are beautiful.”),"[""The scenery here is beautiful."",""The  sceneries here are beautiful."",""The sceneries here are beautiful."",""the scenery here is beautiful.""]",0,The scenery here is beautiful.,Correct form: “The scenery here is beautiful.”.,mixed,1,0,
39,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is senior than me.”),"[""he is senior to me."",""He is senior than me."",""He is senior to me."",""He  is senior than me.""]",2,He is senior to me.,Correct form: “He is senior to me.”.,mixed,1,0,
40,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “She do not like tea.”),"[""She does not like tea."",""she does not like tea."",""She do not like tea."",""She  do not like tea.""]",0,She does not like tea.,Correct form: “She does not like tea.”.,mixed,1,0,
41,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is senior than me.”),"[""He is senior to me."",""He  is senior than me."",""He is senior than me."",""he is senior to me.""]",0,He is senior to me.,Correct form: “He is senior to me.”.,mixed,1,0,
42,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “He is senior than me.”),"[""He is senior to me."",""He is senior than me."",""he is senior to me."",""He  is senior than me.""]",0,He is senior to me.,Correct form: “He is senior to me.”.,mixed,1,0,
43,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
B. Stalls offered regional snacks and handicrafts.
D. The park was decorated with lights and banners.
A. The festival drew visitors from many cities.
C. Local musicians performed throughout the day.","[""ABCD"",""BCAD"",""CBAD"",""CABD"",""BACD"",""ACBD""]",0,ABCD,Overview → details → activity → close.,mixed,1,0,
44,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
A. The city planted trees along sidewalks.
D. Residents organized weekend cleanups.
B. Shade made walking pleasant.
C. Birds returned to the area.","[""CBAD"",""ACBD"",""CABD"",""BACD"",""BCAD"",""ABCD""]",5,ABCD,Overview → details → activity → close.,mixed,1,0,
45,verbal-reasoning,mcq,"All poets are dreamers. Some dreamers are teachers.
Which conclusion follows?","[""Some poets may be teachers."",""All dreamers are poets."",""No teacher is a poet."",""Some teachers are not dreamers.""]",0,Some poets may be teachers.,Basic syllogism/logic.,mixed,1,0,
46,verbal-reasoning,mcq,"All athletes are disciplined. No undisciplined person is a leader.
Which conclusion follows?","[""Some leaders are athletes."",""All leaders are athletes."",""Athletes cannot be leaders."",""A disciplined person can be a leader.""]",3,A disciplined person can be a leader.,Basic syllogism/logic.,mixed,1,0,
47,fill-blanks,mcq,He is known _____ his honesty.,"[""by"",""for"",""to"",""with""]",1,for,The correct preposition/conjunction is “for”.,mixed,1,0,
48,fill-blanks,mcq,He is known _____ his honesty.,"[""with"",""for"",""by"",""to""]",1,for,The correct preposition/conjunction is “for”.,mixed,1,0,
49,fill-blanks,mcq,We look forward _____ your reply.,"[""to"",""for"",""on"",""at""]",0,to,The correct preposition/conjunction is “to”.,mixed,1,0,
50,fill-blanks,mcq,I agree _____ your proposal.,"[""at"",""to"",""on"",""with""]",3,with,The correct preposition/conjunction is “with”.,mixed,1,0,
