id,topic_slug,type,text,options_json,correct_index,answer,explanation,difficulty,marks,negative_marks,tags
16,vocabulary,mcq,Choose the synonym of “amiable”.,"[""coarse"",""ardent"",""friendly"",""obsolete""]",2,friendly,“friendly” means nearly the same as “amiable”.,mixed,1,0,
17,vocabulary,mcq,Choose the synonym of “diligent”.,"[""harsh"",""hardworking"",""cumbersome"",""docile""]",1,hardworking,“hardworking” means nearly the same as “diligent”.,mixed,1,0,
18,vocabulary,mcq,Choose the synonym of “arduous”.,"[""infrequent"",""difficult"",""peculiar"",""harsh""]",1,difficult,“difficult” means nearly the same as “arduous”.,mixed,1,0,
19,vocabulary,mcq,Choose the synonym of “arduous”.,"[""trivial"",""harsh"",""difficult"",""infrequent""]",2,difficult,“difficult” means nearly the same as “arduous”.,mixed,1,0,
20,vocabulary,mcq,Choose the synonym of “abundant”.,"[""tedious"",""plentiful"",""docile"",""boisterous""]",1,plentiful,“plentiful” means nearly the same as “abundant”.,mixed,1,0,
21,vocabulary,mcq,Choose the antonym of “amiable”.,"[""sturdy"",""trivial"",""vague"",""hostile""]",3,hostile,“hostile” is the opposite of “amiable”.,mixed,1,0,
22,vocabulary,mcq,Choose the antonym of “prudent”.,"[""vague"",""meagre"",""reckless"",""docile""]",2,reckless,“reckless” is the opposite of “prudent”.,mixed,1,0,
23,vocabulary,mcq,Choose the antonym of “benevolent”.,"[""ardent"",""malicious"",""peculiar"",""luminous""]",1,malicious,“malicious” is the opposite of “benevolent”.,mixed,1,0,
24,vocabulary,mcq,Choose the antonym of “prudent”.,"[""reckless"",""vague"",""colorful"",""docile""]",0,reckless,“reckless” is the opposite of “prudent”.,mixed,1,0,
25,one-word,mcq,One-word substitute: One who does something for the first time,"[""Panacea"",""Pioneer"",""Archaeologist"",""Impromptu""]",1,Pioneer,Pioneer fits the description.,mixed,1,0,
26,one-word,mcq,One-word substitute: A government by a few,"[""Panacea"",""Oligarchy"",""Cannibal"",""Hedonist""]",1,Oligarchy,Oligarchy fits the description.,mixed,1,0,
27,idioms,mcq,Meaning of the idiom: “Spill the beans”,"[""In brief"",""Very rarely"",""Face a difficult situation"",""Reveal a secret""]",3,Reveal a secret,“Spill the beans” means “Reveal a secret”.,mixed,1,0,
28,idioms,mcq,Meaning of the idiom: “Break the ice”,"[""Reveal a secret"",""Stop working on something"",""Go to sleep"",""Make people feel more comfortable""]",3,Make people feel more comfortable,“Break the ice” means “Make people feel more comfortable”.,mixed,1,0,
29,grammar,mcq,You _____ to the market every Sunday.,"[""having"",""had"",""have""]",2,have,Correct tense is “have”.,mixed,1,0,
30,grammar,mcq,She _____ to the market every Sunday.,"[""review"",""reviewing"",""reviews"",""reviewed""]",2,reviews,Correct tense is “reviews”.,mixed,1,0,
31,grammar,mcq,We _____ dinner when he arrived.,"[""are reviewing"",""had reviewed"",""were reviewing"",""have reviewed""]",2,were reviewing,Correct tense is “were reviewing”.,mixed,1,0,
32,grammar,mcq,We _____ dinner when he arrived.,"[""have had"",""had had"",""are having"",""were having""]",3,were having,Correct tense is “were having”.,mixed,1,0,
33,grammar,mcq,They _____ the task by 6 PM yesterday.,"[""go"",""went"",""going"",""goes""]",1,went,Correct tense is “went”.,mixed,1,0,
34,grammar,mcq,We _____ the project next week.,"[""contain"",""contains"",""contained"",""will contain""]",3,will contain,Correct tense is “will contain”.,mixed,1,0,
35,grammar,mcq,She _____ the project next week.,"[""reviews"",""will review"",""review"",""reviewed""]",1,will review,Correct tense is “will review”.,mixed,1,0,
36,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “She do not like tea.”),"[""she does not like tea."",""She does not like tea."",""She do not like tea."",""She  do not like tea.""]",1,She does not like tea.,Correct form: “She does not like tea.”.,mixed,1,0,
37,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “The sceneries here are beautiful.”),"[""The  sceneries here are beautiful."",""The scenery here is beautiful."",""The sceneries here are beautiful."",""the scenery here is beautiful.""]",1,The scenery here is beautiful.,Correct form: “The scenery here is beautiful.”.,mixed,1,0,
38,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “She do not like tea.”),"[""she does not like tea."",""She do not like tea."",""She  do not like tea."",""She does not like tea.""]",3,She does not like tea.,Correct form: “She does not like tea.”.,mixed,1,0,
39,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “The sceneries here are beautiful.”),"[""the scenery here is beautiful."",""The scenery here is beautiful."",""The sceneries here are beautiful."",""The  sceneries here are beautiful.""]",1,The scenery here is beautiful.,Correct form: “The scenery here is beautiful.”.,mixed,1,0,
40,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Less students attended the class.”),"[""fewer students attended the class."",""Less students attended the class."",""Less  students attended the class."",""Fewer students attended the class.""]",3,Fewer students attended the class.,Correct form: “Fewer students attended the class.”.,mixed,1,0,
41,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Neither Ram nor Shyam are here.”),"[""neither ram nor shyam is here."",""Neither  Ram nor Shyam are here."",""Neither Ram nor Shyam is here."",""Neither Ram nor Shyam are here.""]",2,Neither Ram nor Shyam is here.,Correct form: “Neither Ram nor Shyam is here.”.,mixed,1,0,
42,sentence-correction,mcq,Choose the grammatically correct sentence (fix: “Neither Ram nor Shyam are here.”),"[""Neither  Ram nor Shyam are here."",""neither ram nor shyam is here."",""Neither Ram nor Shyam is here."",""Neither Ram nor Shyam are here.""]",2,Neither Ram nor Shyam is here.,Correct form: “Neither Ram nor Shyam is here.”.,mixed,1,0,
43,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
D. Waste reduced within weeks.
B. Students designed posters.
C. Bins were placed across campus.
A. The school launched a recycling drive.","[""BCAD"",""BACD"",""CABD"",""ACBD"",""ABCD"",""CBAD""]",4,ABCD,Overview → details → activity → close.,mixed,1,0,
44,para-jumbles,mcq,"Arrange the parts to form a coherent paragraph:
B. Teams formed around shared interests.
A. The workshop began with a quick warm-up.
D. By evening, prototypes were shown.
C. Mentors guided the brainstorming.","[""BACD"",""CBAD"",""ACBD"",""CABD"",""BCAD"",""ABCD""]",5,ABCD,Overview → details → activity → close.,mixed,1,0,
45,verbal-reasoning,mcq,"All athletes are disciplined. No undisciplined person is a leader.
Which conclusion follows?","[""Some leaders are athletes."",""All leaders are athletes."",""Athletes cannot be leaders."",""A disciplined person can be a leader.""]",3,A disciplined person can be a leader.,Basic syllogism/logic.,mixed,1,0,
46,verbal-reasoning,mcq,"Some books are heavy. All heavy things sink.
Which conclusion follows?","[""Some books may sink."",""All books sink."",""No book sinks."",""Books are never heavy.""]",0,Some books may sink.,Basic syllogism/logic.,mixed,1,0,
47,fill-blanks,mcq,He is allergic _____ peanuts.,"[""for"",""at"",""with"",""to""]",3,to,The correct preposition/conjunction is “to”.,mixed,1,0,
48,fill-blanks,mcq,We look forward _____ your reply.,"[""at"",""to"",""on"",""for""]",1,to,The correct preposition/conjunction is “to”.,mixed,1,0,
49,fill-blanks,mcq,He is allergic _____ peanuts.,"[""at"",""with"",""for"",""to""]",3,to,The correct preposition/conjunction is “to”.,mixed,1,0,
50,fill-blanks,mcq,We look forward _____ your reply.,"[""at"",""on"",""for"",""to""]",3,to,The correct preposition/conjunction is “to”.,mixed,1,0,
